Source;Target;book;Weight
Velerad;Geralt;1;1
Geralt;Foltest;1;5
Foltest;Ostrit;1;4
Adda;Velerad;1;1
Ostrit;Adda;1;4
Yennefer;Two;1;5
Nenneke;Nenneke;1;1
Roach;Iola;1;1
Two;Roach;1;1
Nivellen;Nivellen;1;1
Fenne;Fenne;1;2
Asse;Vereena;1;1
Vereena;Hereward;1;2
Hereward;Falwick;1;12
Falwick;Caldemeyn;1;12
Caldemeyn;Count;1;4
Stregobor;Eltibald;1;8
Fredefalk;Fredefalk;1;3
Renfri;Stregobor;1;2
Nohorn;Renfri;1;4
Civril;Tavik;1;14
Tavik;Fifteen;1;11
Fifteen;Civril;1;1
Audoen;Audoen;1;1
Libushe;Libushe;1;2
Baron;Baron;1;2
Iola;Nohorn;1;4
Haxo;Haxo;1;2
Pavetta;Pavetta;1;5
Calanthe;Calanthe;1;4
Rainfarn;Rainfarn;1;4
Eist;Windhalm;1;3
Crach;Eist;1;4
Draig;Crach;1;6
Drogodar;Draig;1;5
Ravix;Drogodar;1;3
Vissegerd;Vissegerd;1;3
Mousesack;Mousesack;1;2
Roegner;Roegner;1;4
Sir;Sir;1;9
Rumplestelt;Rumplestelt;1;1
Windhalm;Nettly;1;4
Akerspaark;Dhun;1;1
Nettly;Lille;1;2
Dhun;Little;1;2
Lille;Galarr;1;1
Torque;Torque;1;8
Galarr;Vanadain;1;2
Aen;Toruviel;1;2
Vanadain;Filavandrel;1;1
Toruviel;Aen;1;1
Filavandrel;Field;1;3
Field;Yennefer;1;1
King;Errdil;1;1
Chireadan;Vratimir;1;4
Errdil;Chireadan;1;1
Vratimir;King;1;1
Beau;Beau;1;1
Triss;Triss;1;1
Laurelnose;Laurelnose;1;3
Neville;Neville;1;2
Eskel;Eskel;1;11
Vesemir;Vesemir;1;3
Dennis;Dennis;1;2
Count;Istredd;1;1
Istredd;Herbolth;1;2
Herbolth;Seven;1;4
Seven;Dandelion;1;2
Vespula;Gar;1;1
Dandelion;Dudu;1;8
Gar;Vimme;1;2
Dudu;Vespula;1;8
Vimme;Sword;1;1
Little;Agloval;1;1
Sword;Teleri;1;3
Agloval;Essi;1;1
Teleri;Duke;1;1
Essi;Zelest;1;1
Duke;Veverka;1;1
Zelest;Braenn;1;1
Veverka;Freixenet;1;1
Braenn;Eithné;1;1
Freixenet;Ciri;1;1
Eithné;Venzlav;1;1
Ciri;Guy;1;1
Venzlav;Yurga;1;2
Yurga;Visenna;1;4
Visenna;Sheldon;1;1
Sheldon;Donimir;1;9
Donimir;Rience;1;17
Rience;Lambert;1;3
Lambert;Vanielle;1;1
Vanielle;Ori;1;4
Ori;Forest;1;8
Forest;Yarpen;1;12
Yarpen;Regan;1;2
Xavier;Xavier;1;7
Yannick;Paulie;1;3
Paulie;Yannick;1;3
Regan;Henselt;1;3
Henselt;Aelirenn;1;2
Aelirenn;Everett;1;1
Everett;Shani;1;2
Shani;Philippa;1;1
Philippa;Meve;1;1
Meve;Ethain;1;1
Ethain;Emhyr;1;3
Ithlinne;Tissaia;1;2
Emhyr;Vilgefortz;1;1
Vilgefortz;Lydia;1;2
Ekkehard;Artaud;1;5
Artaud;Jarre;1;1
Tissaia;Jan;1;2
Lydia;Blue;1;1
Jarre;Ithlinne;1;3
Blue;Aplegatt;1;1
Aplegatt;Demavend;1;3
Demavend;Codringher;1;2
Codringher;Sabrina;1;10
Sabrina;Horm;1;3
Horm;Akerspaark;1;2
Yaevinn;Yaevinn;1;2
Molnar;Molnar;1;2
Fabio;Fabio;1;4
Anna;Anna;1;2
Margarita;Margarita;1;4
Falka;Rayla;1;2
Rayla;Bran;1;1
Bran;Falka;1;1
Carduin;Esterad;1;6
Francesca;Francesca;1;2
Marti;Carduin;1;1
Dorregaray;Marti;1;2
Keira;Dorregaray;1;1
Leticia;Keira;1;5
Sigismund;Voymir;1;1
Esterad;Morvran;1;1
Morvran;Fauve;1;2
Fauve;Menno;1;1
Bronibor;Stefan;1;1
Menno;Xarthisius;1;2
Ardal;Vattier;1;4
Vattier;Ceallach;1;4
Xarthisius;Cahir;1;1
Cahir;Kayleigh;1;2
Ceallach;Iskra;1;2
Kayleigh;Mistle;1;1
Iskra;Rudiger;1;1
Mistle;Asse;1;1
Rudiger;Milva;1;1
Milva;Maria;1;2
Maria;Assire;1;2
Shilard;Sheala;1;1
Stefan;Riordain;1;1
Assire;Zoltan;1;1
Sheala;Percival;1;1
Zoltan;Munro;1;2
Percival;Figgis;1;1
Munro;Emiel;1;1
Figgis;Brouver;1;1
Emiel;Aubry;1;1
Aubry;Daniel;1;1
Daniel;Morteisen;1;2
Vreemde;Fringilla;1;3
Fringilla;Merlin;1;7
Merlin;Albrich;1;3
Albrich;Ida;1;4
Stella;Adalia;1;3
Ida;Connor;1;2
Adalia;Dyffryn;1;3
Dyffryn;Sigrdrifa;1;6
Zuleyka;Zyvik;1;6
Sigrdrifa;Vysogota;1;2
Vysogota;Kelpie;1;1
Kelpie;Carthia;1;3
Carthia;Joanna;1;3
Leo;Leo;1;3
Windsor;Windsor;1;1
Stavro;Stavro;1;6
Golan;Golan;1;2
Julia;Julia;1;1
Radovid;Radovid;1;2
Fergus;Zuleyka;1;7
Lebioda;Lebioda;1;1
Jacob;Hjalmar;1;2
Hjalmar;Ardal;1;5
Joanna;Milo;1;1
Jan;Arthur;1;1
Milo;Nimue;1;1
Arthur;Stella;1;1
Nimue;Reynart;1;1
Reynart;Palmerin;1;2
Reynard;Fulko;1;3
Palmerin;Joachim;1;3
Joachim;Eredin;1;5
Guy;Auberon;1;5
Eredin;Ihuarraquax;1;4
Auberon;Milton;1;2
Ihuarraquax;Puttkammer;1;1
Milton;Adam;1;1
Adam;Barclay;1;2
Puttkammer;Ramon;1;1
Barclay;Isengrim;1;1
Isengrim;Bronibor;1;1
Kobus;Sievers;1;1
Elan;Aillil;1;1
Sievers;Braathens;1;1
Cyrus;Cyrus;1;22
Riordain;Shilard;1;1
Ambassador;Ambassador;1;2
Lucienne;Sigismund;1;2
Eudora;Lucienne;1;15
Lytta;Eudora;1;3
Geralt;Alzur;1;3
Ostrit;Lytta;1;3
Ostrit;Geralt;1;2
Foltest;Geralt;1;9
Foltest;Geralt;1;1
Geralt;Foltest;1;1
Foltest;Velerad;1;5
Geralt;Adda;1;4
Geralt;Geralt;1;3
Nenneke;Nenneke;1;23
Geralt;Iola;1;1
Geralt;Geralt;1;1
Geralt;Geralt;1;1
Roach;Geralt;1;3
Vereena;Geralt;1;1
Hereward;Geralt;1;2
Nenneke;Geralt;1;7
Geralt;Nivellen;1;1
Nenneke;Nenneke;1;3
Geralt;Geralt;1;1
Hereward;Hereward;1;1
Falwick;Nenneke;1;3
Falwick;Falwick;1;1
Geralt;Falwick;1;1
Stregobor;Geralt;1;1
Geralt;Hereward;1;2
Stregobor;Geralt;1;1
Geralt;Geralt;1;1
Geralt;Fredefalk;1;1
Fredefalk;Geralt;1;2
Nohorn;Fredefalk;1;1
Civril;Geralt;1;1
Renfri;Tavik;1;1
Renfri;Tavik;1;1
Tavik;Renfri;1;1
Tavik;Tavik;1;1
Renfri;Renfri;1;1
Caldemeyn;Caldemeyn;1;1
Geralt;Caldemeyn;1;1
Renfri;Renfri;1;1
Geralt;Renfri;1;1
Renfri;Caldemeyn;1;3
Geralt;Geralt;1;3
Stregobor;Stregobor;1;1
Stregobor;Audoen;1;2
Audoen;Audoen;1;2
Renfri;Renfri;1;1
Nohorn;Renfri;1;1
Nohorn;Geralt;1;1
Fifteen;Fifteen;1;1
Caldemeyn;Civril;1;1
Stregobor;Civril;1;1
Caldemeyn;Civril;2;25
Audoen;Stregobor;2;24
Civril;Audoen;2;10
Civril;Geralt;2;7
Fifteen;Fifteen;2;4
Yennefer;Geralt;2;15
Geralt;Geralt;2;12
Haxo;Iola;2;1
Haxo;Calanthe;2;1
Geralt;Geralt;2;1
Calanthe;Geralt;2;1
Calanthe;Pavetta;2;5
Eist;Pavetta;2;2
Pavetta;Calanthe;2;24
Eist;Eist;2;1
Crach;Eist;2;1
Crach;Calanthe;2;1
Draig;Calanthe;2;3
Calanthe;Eist;2;4
Eist;Drogodar;2;74
Eist;Vissegerd;2;88
Geralt;Drogodar;2;2
Draig;Geralt;2;1
Geralt;Calanthe;2;2
Calanthe;Draig;2;10
Pavetta;Haxo;2;3
Crach;Vissegerd;2;4
Eist;Geralt;2;4
Haxo;Geralt;2;3
Geralt;Geralt;2;1
Mousesack;Mousesack;2;2
Mousesack;Crach;2;4
Geralt;Draig;2;1
Calanthe;Calanthe;2;6
Roegner;Geralt;2;4
Pavetta;Pavetta;2;1
Crach;Calanthe;2;9
Vissegerd;Crach;2;2
Pavetta;Vissegerd;2;12
Geralt;Pavetta;2;11
Draig;Geralt;2;2
Pavetta;Eist;2;1
Roegner;Rainfarn;2;29
Pavetta;Roegner;2;1
Calanthe;Pavetta;2;1
Baron;Mousesack;2;1
Geralt;Calanthe;2;11
Geralt;Calanthe;2;23
Crach;Roegner;2;7
Rainfarn;Crach;2;7
Rainfarn;Rainfarn;2;3
Calanthe;Calanthe;2;4
Rainfarn;Crach;2;4
Rainfarn;Crach;2;12
Windhalm;Pavetta;2;3
Windhalm;Eist;2;1
Pavetta;Calanthe;2;3
Eist;Pavetta;2;1
Crach;Eist;2;3
Drogodar;Rainfarn;2;5
Crach;Mousesack;2;2
Mousesack;Drogodar;2;3
Mousesack;Geralt;2;4
Pavetta;Mousesack;2;2
Calanthe;Geralt;2;7
Rainfarn;Pavetta;2;2
Rainfarn;Draig;2;2
Geralt;Rainfarn;2;1
Geralt;Mousesack;2;2
Dhun;Roegner;2;1
Nettly;Geralt;2;5
Dhun;Geralt;2;2
Lille;Geralt;2;1
Geralt;Nettly;2;9
Nettly;Dhun;2;3
Geralt;Dhun;2;1
Geralt;Geralt;2;1
Galarr;Lille;2;2
Geralt;Lille;2;1
Aen;Geralt;2;18
Geralt;Galarr;2;15
Geralt;Torque;2;12
Vanadain;Geralt;2;13
Toruviel;Vanadain;2;18
Toruviel;Toruviel;2;17
Toruviel;Geralt;2;10
Torque;Geralt;2;35
Vanadain;Torque;2;13
Torque;Vanadain;2;2
Torque;Galarr;2;2
Geralt;Vanadain;2;2
Filavandrel;Galarr;2;7
Toruviel;Toruviel;2;7
Filavandrel;Geralt;2;18
Filavandrel;Geralt;2;10
Toruviel;Toruviel;2;9
Filavandrel;Filavandrel;2;1
Lille;Torque;2;2
Toruviel;Aen;2;1
Torque;Lille;2;6
Torque;Filavandrel;2;1
Nenneke;Lille;2;7
Geralt;Field;2;2
Chireadan;Lille;2;6
Chireadan;Yennefer;2;1
Errdil;Geralt;2;4
Geralt;Geralt;2;1
Geralt;Vratimir;2;1
Vratimir;Geralt;2;2
Geralt;Geralt;2;1
Errdil;Vratimir;2;1
Geralt;Chireadan;2;1
Yennefer;Chireadan;2;21
Geralt;Chireadan;2;2
Two;Geralt;2;2
Yennefer;Beau;2;2
Errdil;Yennefer;2;1
Vratimir;Errdil;2;1
Chireadan;Yennefer;2;1
Yennefer;Yennefer;2;1
Yennefer;Yennefer;2;4
Beau;Beau;2;2
Geralt;Chireadan;2;3
Geralt;Yennefer;2;12
Chireadan;Sir;2;8
Laurelnose;Laurelnose;2;3
Laurelnose;Yennefer;2;2
Yennefer;Chireadan;2;1
Laurelnose;Geralt;2;2
Geralt;Laurelnose;2;1
Neville;Yennefer;2;1
Neville;Neville;2;1
Yennefer;Geralt;2;3
Geralt;Laurelnose;2;27
Geralt;Neville;2;1
Eskel;Vesemir;2;5
Neville;Errdil;2;22
Neville;Errdil;2;6
Chireadan;Chireadan;2;4
Geralt;Errdil;2;8
Falwick;Neville;2;8
Falwick;Geralt;2;2
Dennis;Dennis;2;17
Dennis;Count;2;10
Geralt;Count;2;2
Nenneke;Falwick;2;21
Count;Count;2;1
Iola;Count;2;1
Yennefer;Dennis;2;2
Istredd;Geralt;2;2
Geralt;Nenneke;2;1
Yennefer;Geralt;2;2
Geralt;Geralt;2;3
Geralt;Yennefer;2;2
Herbolth;Yennefer;2;4
Sir;Geralt;2;1
Istredd;Seven;2;1
Herbolth;Sir;2;5
Geralt;Herbolth;2;2
Istredd;Herbolth;3;58
Yennefer;Istredd;3;48
Beau;Istredd;3;3
Vespula;Beau;3;13
Geralt;Beau;3;11
Dandelion;Istredd;3;19
Geralt;Geralt;3;16
Geralt;Geralt;3;8
Dandelion;Dandelion;3;20
Dandelion;Gar;3;2
Geralt;Dandelion;3;1
Vimme;Dudu;3;2
Dandelion;Geralt;3;1
Dudu;Dandelion;3;2
Dandelion;Vimme;3;1
Dandelion;Geralt;3;1
Little;Dandelion;3;3
Geralt;Little;3;1
Dandelion;Sword;3;2
Geralt;Geralt;3;1
Geralt;Geralt;3;2
Teleri;Geralt;3;1
Teleri;Teleri;3;1
Dandelion;Geralt;3;19
Essi;Dandelion;3;29
Little;Essi;3;4
Geralt;Essi;3;1
Little;Geralt;3;2
Little;Dandelion;3;1
Agloval;Dandelion;3;20
Agloval;Little;3;1
Dandelion;Agloval;3;1
Geralt;Essi;3;1
Duke;Essi;3;5
Geralt;Dandelion;3;4
Dandelion;Duke;3;2
Dandelion;Dandelion;3;1
Agloval;Geralt;3;3
Zelest;Zelest;3;1
Zelest;Agloval;3;10
Duke;Agloval;3;1
Agloval;Zelest;3;68
Dandelion;Geralt;3;2
Essi;Duke;3;5
Yennefer;Agloval;3;5
Dandelion;Duke;3;2
Essi;Dandelion;3;1
Agloval;Little;3;1
Essi;Dandelion;3;14
Duke;Yennefer;3;14
Dandelion;Agloval;3;11
Sword;Little;3;9
Geralt;Yennefer;3;64
Geralt;Zelest;3;68
Geralt;Braenn;3;44
Braenn;Geralt;3;34
Geralt;Geralt;3;6
Ciri;Geralt;3;4
Braenn;Braenn;3;15
Sir;Ciri;3;8
Braenn;Braenn;3;14
Eithné;Sir;3;9
Ciri;Sir;3;4
Eithné;Freixenet;3;6
Ciri;Eithné;3;8
Geralt;Braenn;3;3
Aen;Geralt;3;3
Aen;Ciri;3;5
Ciri;Eithné;3;1
Braenn;Aen;3;4
Freixenet;Braenn;3;4
Eithné;Geralt;3;2
Geralt;Freixenet;3;2
Venzlav;Freixenet;3;5
Eithné;Ciri;3;16
Freixenet;Venzlav;3;1
Venzlav;Eithné;3;1
Freixenet;Freixenet;3;1
Yennefer;Freixenet;3;56
Eithné;Eithné;3;1
Geralt;Geralt;3;1
Calanthe;Braenn;3;1
Ciri;Eithné;3;1
Pavetta;Calanthe;3;1
Two;Calanthe;3;1
Ciri;Eithné;3;2
Braenn;Pavetta;3;1
Calanthe;Ciri;3;1
Calanthe;Ciri;3;1
Ciri;Mousesack;3;1
Mousesack;Ciri;3;1
Geralt;Mousesack;3;1
Mousesack;Mousesack;3;1
King;Ciri;3;8
Yurga;Mousesack;3;14
Sir;Geralt;3;7
Yurga;King;3;12
Yennefer;Sir;3;24
Geralt;Yurga;3;1
King;Yennefer;3;2
Geralt;Yurga;3;3
Yurga;King;3;1
Mousesack;Geralt;3;1
Calanthe;Yurga;3;1
Calanthe;Mousesack;3;1
Geralt;Calanthe;3;1
Pavetta;Geralt;3;1
Pavetta;Pavetta;3;1
Yurga;Pavetta;3;1
Geralt;Calanthe;3;1
Visenna;Geralt;3;1
Yurga;Geralt;3;3
Geralt;Visenna;3;2
Yurga;Yurga;3;1
Triss;Geralt;3;3
Geralt;Triss;3;1
Yurga;Triss;3;2
Roach;Geralt;3;1
Roach;Roach;3;1
Roach;Roach;3;5
Dandelion;Yurga;3;2
Calanthe;Dandelion;3;1
Ciri;Geralt;3;1
Yurga;Calanthe;3;2
Ciri;Dandelion;3;1
Ciri;Dandelion;3;2
Geralt;Ciri;3;2
Baron;Yurga;3;5
Dandelion;Geralt;3;3
Dandelion;Ciri;3;1
Geralt;Dandelion;3;1
Geralt;Geralt;3;2
Yennefer;Yennefer;3;1
Yennefer;Yennefer;3;11
Dandelion;Dandelion;3;1
Geralt;Dandelion;3;6
Dandelion;Geralt;3;4
Dandelion;Baron;3;1
Donimir;Baron;3;1
Two;Donimir;3;4
Calanthe;Sheldon;3;1
Dandelion;Two;3;1
Sheldon;Dandelion;3;1
Sheldon;Dandelion;3;2
Baron;Calanthe;3;2
Little;Baron;3;12
Dandelion;Dandelion;3;6
Ciri;Sheldon;3;1
Rience;Dandelion;3;1
Dandelion;Dandelion;3;3
Ciri;Dandelion;3;1
Rience;Ciri;3;3
Dandelion;Ciri;3;9
Sir;Rience;3;8
Sir;Geralt;3;1
Rience;Sir;3;3
King;Rience;3;2
Yennefer;Dandelion;3;2
Geralt;Yennefer;3;6
Calanthe;Dandelion;3;8
Calanthe;Calanthe;3;15
Geralt;Calanthe;3;1
Yennefer;Geralt;3;7
Ciri;Rience;3;3
Ciri;Rience;3;9
Eskel;Rience;3;10
Ciri;Yennefer;3;1
Eskel;Roach;3;1
Roach;Ciri;3;1
Roach;Eskel;3;6
Ciri;Roach;3;2
Ciri;Ciri;3;7
Vesemir;Eskel;3;4
Triss;Ciri;3;1
Ciri;Vesemir;3;3
Geralt;Geralt;3;1
Triss;Ciri;3;1
Triss;Triss;3;4
Lambert;Triss;3;1
Vesemir;Geralt;3;1
Lambert;Lambert;3;1
Triss;Vesemir;3;1
Vesemir;Ciri;3;1
Vesemir;Triss;3;1
Lambert;Vesemir;3;1
Triss;Triss;3;1
Yennefer;Lambert;3;2
Ciri;Geralt;3;1
Ciri;Yennefer;3;2
Vesemir;Triss;3;3
Eskel;Two;3;1
Triss;Calanthe;3;1
Eskel;Eskel;3;1
Eskel;Triss;3;1
Geralt;Eskel;3;1
Nenneke;Vesemir;3;3
Ciri;Geralt;3;3
Triss;Vesemir;3;4
Yennefer;Ciri;3;2
Geralt;Vanielle;3;3
Ciri;Ciri;3;1
Beau;Ciri;3;2
Eskel;Ori;3;2
Geralt;Ciri;3;1
Calanthe;Ciri;3;1
Yennefer;Lambert;3;2
Vanielle;Eskel;3;1
Vanielle;Ciri;3;1
Two;Vanielle;3;1
Two;Yennefer;3;1
Triss;Geralt;3;1
Geralt;Ciri;3;2
Triss;Triss;3;1
Yarpen;Geralt;3;1
Ciri;Geralt;3;1
Triss;Yarpen;3;1
Ciri;Ciri;3;2
King;Yarpen;3;1
Xavier;King;3;1
Yarpen;King;3;1
Xavier;Geralt;3;1
Paulie;Yarpen;3;1
Yannick;Regan;3;1
Yennefer;Yarpen;3;1
Yarpen;Ciri;3;13
King;Yarpen;3;1
Yannick;Yarpen;3;1
Paulie;Triss;3;1
Paulie;Yarpen;3;2
King;Paulie;3;5
King;Yarpen;3;4
Ciri;Triss;3;7
Aelirenn;Ciri;3;6
Yarpen;Ciri;3;7
Ciri;Ciri;3;6
Yarpen;Yarpen;3;4
Ciri;Aelirenn;3;3
Regan;Yannick;3;1
Ciri;Yannick;3;5
Paulie;Regan;3;1
Ciri;Ciri;3;1
Paulie;Paulie;3;2
Sword;Ciri;3;1
Yannick;Sword;3;1
Everett;Sword;3;4
Ciri;Paulie;3;4
Nenneke;Regan;3;3
Nenneke;Geralt;3;1
Geralt;Ciri;3;1
Geralt;Iola;3;1
Beau;Geralt;3;3
Beau;Beau;3;2
Beau;Beau;3;1
Nenneke;Nenneke;3;1
Geralt;Nenneke;3;1
Ciri;Geralt;3;1
Geralt;Iola;3;1
Everett;Iola;3;1
Geralt;Iola;3;4
Geralt;Nenneke;3;4
Everett;Foltest;3;2
Dandelion;Foltest;3;1
Dandelion;King;3;8
Shani;Dandelion;3;3
Dandelion;Two;3;1
Dandelion;Dandelion;3;16
Ori;Two;3;8
Rience;King;3;7
Dandelion;Ori;3;1
Philippa;Philippa;3;12
Philippa;Dandelion;3;7
Ori;Philippa;3;1
Philippa;Ori;3;1
Geralt;Rience;3;1
Rience;Rience;3;2
King;Geralt;3;1
Philippa;Philippa;3;1
Yennefer;King;3;1
Ori;Philippa;3;1
Geralt;Yennefer;3;1
Shani;Philippa;3;1
Yennefer;Dandelion;3;1
Shani;Shani;3;2
King;Geralt;3;1
Foltest;Shani;3;5
Henselt;Philippa;3;2
Henselt;Foltest;3;1
Ethain;Henselt;3;1
Crach;Crach;3;2
Crach;Crach;3;2
Henselt;Henselt;3;2
Henselt;Henselt;3;1
Henselt;Emhyr;3;1
Calanthe;Foltest;3;1
Crach;Emhyr;3;1
Foltest;Foltest;3;1
Vilgefortz;Meve;3;1
Emhyr;Crach;3;1
Vissegerd;Foltest;3;1
Vissegerd;Henselt;3;1
Foltest;Emhyr;4;1
Foltest;Vissegerd;4;2
Calanthe;Vissegerd;4;1
Calanthe;Foltest;4;2
Calanthe;Calanthe;4;1
Vissegerd;Vissegerd;4;1
Venzlav;Calanthe;4;1
King;Foltest;4;1
King;Vissegerd;4;1
Meve;Meve;4;1
Meve;Meve;4;2
Meve;Venzlav;4;2
Calanthe;Foltest;4;1
Pavetta;Meve;4;31
Foltest;Calanthe;4;1
Vissegerd;Calanthe;4;1
Rience;Pavetta;4;2
Rience;Foltest;4;9
Calanthe;Pavetta;4;12
Henselt;Foltest;4;3
Meve;Rience;4;1
Foltest;Rience;4;8
Vissegerd;Calanthe;4;10
Emhyr;Foltest;4;4
Rience;Emhyr;4;6
Philippa;Vissegerd;4;2
Nenneke;Vissegerd;4;2
Two;Emhyr;4;2
Shani;Emhyr;4;1
Shani;Meve;4;1
Little;Windhalm;4;2
Artaud;Shani;4;1
Vilgefortz;Yennefer;4;2
Tissaia;Rience;4;4
Lydia;Little;4;1
Tissaia;Rience;4;3
Tissaia;Rience;4;1
Artaud;Vilgefortz;4;1
Artaud;Tissaia;4;1
Lydia;Tissaia;4;2
Two;Artaud;4;1
Two;Two;4;1
Two;Lydia;4;1
Vilgefortz;Two;4;7
Lydia;Two;4;1
Vilgefortz;Lydia;4;1
Aen;Tissaia;4;3
Aen;Artaud;4;1
Aen;Lydia;4;1
Tissaia;Vilgefortz;4;1
Vilgefortz;Artaud;4;5
Yennefer;Tissaia;4;4
Yennefer;Vilgefortz;4;1
Yennefer;Yennefer;4;2
Tissaia;Yennefer;4;1
Rience;Yennefer;4;1
Sword;Vilgefortz;4;1
Triss;Lydia;4;1
Philippa;Artaud;4;1
Ciri;Geralt;4;2
Tissaia;Sword;4;5
Iola;Geralt;4;3
Iola;Philippa;4;1
Yennefer;Ciri;4;1
Ciri;Shani;4;1
Jarre;Iola;4;1
Jarre;Ciri;4;1
Yennefer;Yennefer;4;1
Yennefer;Iola;4;1
Jarre;Ciri;4;1
Jarre;Yennefer;4;1
Jarre;Nenneke;4;1
Iola;Nenneke;4;1
Ciri;Jarre;4;1
Dandelion;Forest;4;9
Dandelion;King;4;1
Essi;Geralt;4;1
Essi;Nenneke;4;1
Blue;Essi;4;1
Geralt;Blue;4;1
Forest;Yennefer;4;1
Crach;Yennefer;4;1
Crach;Ciri;4;1
Calanthe;Forest;4;2
Ciri;Ciri;4;23
Ciri;Calanthe;4;1
Eist;Ciri;4;2
Pavetta;Eist;4;1
Yennefer;Eist;4;1
Yennefer;Crach;4;1
Nenneke;Crach;4;1
Nenneke;Ciri;4;2
Ithlinne;Sword;4;1
Ithlinne;Ithlinne;4;1
Ithlinne;Sword;4;26
Sword;Sword;4;3
Sword;Yennefer;4;2
King;Ciri;4;1
Aplegatt;Yennefer;4;3
Aplegatt;Ciri;4;1
Aplegatt;King;4;5
Meve;Meve;4;4
Meve;Emhyr;4;2
Emhyr;Demavend;4;5
Vissegerd;Emhyr;4;1
Aplegatt;Emhyr;4;1
Ciri;Vissegerd;4;1
Aplegatt;Forest;4;1
Ciri;Ciri;4;1
Yennefer;Aplegatt;4;1
Aplegatt;Yennefer;4;18
Foltest;Yennefer;4;21
Geralt;Aplegatt;4;2
Codringher;Foltest;4;1
Rience;Demavend;4;2
Rience;Geralt;4;1
Codringher;Dandelion;4;1
Rience;Calanthe;4;1
Geralt;Codringher;4;2
Rience;Rience;4;1
Yennefer;Geralt;4;1
Yennefer;Rience;4;6
Codringher;Yennefer;4;3
Codringher;Codringher;4;1
Emhyr;Rience;4;1
Emhyr;Emhyr;4;3
Emhyr;Philippa;4;1
