Source;Target;book;Weight
Dandelion;Ciri;6;3
Ciri;Dandelion;6;2
Calanthe;Milva;6;1
Vattier;Milva;6;2
Vattier;Cahir;6;4
Vattier;Cahir;6;1
Cahir;Emhyr;6;2
Cahir;Cahir;6;1
Ceallach;Ceallach;6;2
Vattier;Ceallach;6;1
Vattier;Vattier;6;3
Rience;Vattier;6;6
Vilgefortz;Vilgefortz;6;3
Vilgefortz;Rience;6;1
Rience;Vilgefortz;6;1
Ceallach;Vattier;6;1
Ceallach;Rience;6;7
Meve;Vattier;6;3
Meve;Rience;6;3
Rience;Meve;6;1
Vattier;Rience;6;1
Rience;Cahir;6;1
Vattier;Cahir;6;1
Emhyr;Stefan;6;2
Stefan;Stefan;6;1
Stefan;Vattier;6;1
Cahir;Rience;6;1
Cahir;Vattier;6;1
Forest;Vattier;6;1
Forest;Forest;6;3
Geralt;Ciri;6;2
Dandelion;Ciri;6;1
Falka;Geralt;6;1
Baron;Cahir;6;1
Kelpie;Geralt;6;1
Kelpie;Falka;6;1
Emhyr;Vysogota;6;1
Ciri;Baron;6;1
Ciri;Ciri;6;1
Windsor;Leo;6;1
Leo;Baron;6;1
Baron;Ciri;6;1
Windsor;Falka;6;2
Falka;Windsor;6;1
Windsor;Leo;6;1
Stavro;Windsor;6;1
Ciri;Falka;6;1
Little;Baron;6;3
Stavro;Ciri;6;1
Windsor;Stavro;6;1
Cahir;Falka;6;3
Beau;Stavro;6;1
Dandelion;Milva;6;1
Vissegerd;Geralt;6;1
Cahir;Vissegerd;6;1
Beau;Meve;6;1
Emhyr;Beau;6;1
Emhyr;Ciri;6;1
Two;Cahir;6;1
Yennefer;Geralt;6;1
Geralt;Cahir;6;3
Geralt;Vysogota;6;1
Two;Vysogota;6;3
Geralt;Geralt;6;1
Sword;Geralt;6;8
Codringher;Beau;6;4
Geralt;Geralt;6;3
Geralt;Geralt;6;1
Codringher;Codringher;6;3
Cahir;Vilgefortz;6;1
Geralt;Vilgefortz;6;1
Geralt;Two;6;1
Aen;Emiel;6;1
Geralt;Aen;6;1
Geralt;Ithlinne;6;2
Julia;Ithlinne;6;1
Baron;Baron;6;1
Baron;Two;6;1
Baron;Two;6;1
Dandelion;Dandelion;6;1
Julia;Julia;6;1
Beau;Julia;6;1
Geralt;Beau;6;2
Baron;Baron;6;4
Anna;Baron;6;1
Milva;Anna;6;3
Dandelion;Geralt;6;5
Beau;Beau;6;1
Julia;Beau;6;1
Baron;Julia;6;3
Milva;Geralt;6;1
Emiel;Beau;6;2
Count;Emiel;6;2
Radovid;Geralt;6;3
Baron;Count;6;2
Esterad;King;6;1
Esterad;Count;6;3
King;King;6;1
King;Zuleyka;6;5
King;Philippa;6;1
King;Esterad;6;1
Blue;Blue;6;4
Emhyr;Esterad;6;1
King;King;6;1
King;Demavend;6;1
King;Henselt;6;2
Demavend;Emhyr;6;2
Demavend;Henselt;6;1
Demavend;King;6;1
Demavend;Emhyr;6;3
Henselt;Foltest;6;2
Henselt;King;6;1
Henselt;Emhyr;6;1
King;Foltest;6;1
Emhyr;Foltest;6;1
Carthia;Foltest;6;1
Assire;Assire;6;1
Vattier;Vattier;6;3
Assire;Assire;6;7
Menno;Menno;6;2
Assire;Assire;6;1
Assire;Carthia;6;5
Assire;Emhyr;6;6
Fringilla;Fringilla;6;1
Assire;Assire;6;1
Philippa;Philippa;6;10
Emhyr;Assire;6;1
Foltest;Emhyr;6;1
Zuleyka;Esterad;6;10
Esterad;Esterad;6;2
Esterad;Esterad;6;2
Zuleyka;Ciri;6;2
Emhyr;Emhyr;6;1
Lebioda;Emhyr;6;2
Lebioda;Zuleyka;6;3
Esterad;Esterad;6;1
Lebioda;Esterad;6;1
Duke;Zuleyka;6;6
Esterad;Lebioda;6;7
Julia;King;6;4
Zuleyka;Esterad;6;1
Zuleyka;Duke;6;1
King;Zuleyka;6;1
Ciri;Duke;6;1
Esterad;King;6;5
Vilgefortz;Baron;6;2
Yennefer;Zuleyka;6;3
Vilgefortz;Ithlinne;6;5
Two;Yennefer;6;1
Crach;Vilgefortz;6;1
Ciri;Philippa;6;1
Fringilla;Yennefer;6;1
Philippa;Ciri;6;3
Crach;Crach;6;3
Crach;Philippa;6;2
Yennefer;Crach;6;2
Ciri;Yennefer;6;1
Crach;Calanthe;6;1
Ciri;Calanthe;6;1
Pavetta;Yennefer;6;1
Pavetta;Pavetta;6;3
Pavetta;Pavetta;6;3
Yennefer;Yennefer;6;1
Geralt;Geralt;6;1
Sigrdrifa;Crach;6;1
Sigrdrifa;Geralt;6;1
Yennefer;Crach;6;2
Sigrdrifa;Crach;6;1
Ciri;Yennefer;6;2
Geralt;Sigrdrifa;6;1
Emhyr;Ciri;6;1
Ciri;Sigrdrifa;6;1
Triss;Fringilla;6;4
Crach;Vissegerd;6;1
Triss;Vissegerd;6;2
Triss;Crach;6;2
Crach;Philippa;6;3
Sigrdrifa;Yennefer;6;1
Vilgefortz;Ciri;6;1
Crach;Sigrdrifa;6;1
Ciri;Vilgefortz;6;1
Ciri;Crach;6;3
Vysogota;Triss;6;2
Asse;Triss;6;3
Vissegerd;Vilgefortz;6;1
Vissegerd;Asse;6;1
Geralt;Kelpie;6;2
Vissegerd;Geralt;6;1
Yennefer;Dandelion;6;2
Crach;Vissegerd;6;1
Yennefer;Ciri;6;1
Hjalmar;Hjalmar;6;1
Calanthe;Pavetta;6;1
Calanthe;Ciri;6;1
Ciri;Pavetta;6;1
Ciri;Radovid;6;2
Radovid;Hjalmar;6;1
Radovid;Radovid;6;1
Radovid;Hjalmar;6;1
Hjalmar;Calanthe;6;1
Hjalmar;Ciri;6;1
Yennefer;Hjalmar;6;1
Philippa;Crach;6;2
Philippa;Yennefer;6;2
Philippa;Philippa;6;1
Triss;Yennefer;6;3
Crach;Ciri;6;1
Yennefer;Vilgefortz;6;1
Rience;Geralt;6;2
Ciri;Two;6;1
Vysogota;Stefan;6;1
Rience;Rience;6;1
Rience;Ciri;6;1
Rience;Rience;6;2
Vilgefortz;Rience;6;2
Vilgefortz;Vysogota;6;1
Sir;Falka;6;1
Vilgefortz;Emhyr;6;1
Ardal;Sir;6;1
Emhyr;Ithlinne;6;1
Rience;Ithlinne;6;1
Duke;Emhyr;6;1
Two;Stefan;7;3
Vysogota;Duke;7;1
Falka;Vattier;7;2
Two;Sir;7;1
Falka;Yennefer;7;3
Ciri;Ori;7;1
Jan;Two;7;1
Iola;Jan;7;1
Iola;Rience;7;1
Iola;Jan;7;2
Ciri;Ciri;7;5
Iola;Nenneke;7;4
Iola;Nenneke;7;9
Triss;Jarre;7;1
Nenneke;Nenneke;7;1
Ciri;Ciri;7;2
Jarre;Triss;7;6
Jarre;Nenneke;7;6
Vilgefortz;Ciri;7;4
Vilgefortz;Jarre;7;2
Rience;Ciri;7;3
Rience;Nenneke;7;1
Kelpie;Ciri;7;1
Mistle;Triss;7;2
Merlin;Ori;7;1
Merlin;Yennefer;7;2
Arthur;Iola;7;1
Dandelion;Geralt;7;3
Dandelion;Merlin;7;7
Nimue;Sir;7;1
Geralt;Sir;7;1
Yennefer;Dandelion;7;1
Beau;Two;7;4
Ciri;Two;7;1
Nimue;Nimue;7;15
Ciri;Nimue;7;1
Lydia;Ciri;7;28
Stella;Nimue;7;1
Stella;Ciri;7;3
Count;Lydia;7;4
Count;Nimue;7;3
Emhyr;Count;7;15
Emhyr;Emhyr;7;1
Emhyr;Emhyr;7;1
Emhyr;Vattier;7;11
Nimue;Stella;7;19
Emhyr;Count;7;40
Nimue;Beau;7;44
Emhyr;Emhyr;7;20
King;Nimue;7;25
Ciri;King;7;34
Dandelion;King;7;15
Jan;Ciri;7;7
Cahir;Emhyr;7;2
Cahir;Jan;7;3
Count;Nimue;7;2
Dandelion;Count;7;3
Nimue;Dandelion;7;2
Geralt;Dandelion;7;1
Geralt;Geralt;7;7
Dandelion;Geralt;7;1
Margarita;Dandelion;7;3
Francesca;Count;7;1
Ciri;Count;7;2
Yennefer;Francesca;7;3
Jan;Ida;7;1
Vilgefortz;Vilgefortz;7;14
Vilgefortz;Jan;7;11
Ciri;Vilgefortz;7;6
Yennefer;Ciri;7;8
Yennefer;Yennefer;7;1
Yennefer;Yennefer;7;1
Geralt;Ciri;7;2
Geralt;Vilgefortz;7;1
Vilgefortz;Geralt;7;3
Emhyr;Ciri;7;2
Emhyr;Yennefer;7;1
Stefan;Emhyr;7;3
Stefan;Stefan;7;1
Yennefer;Yennefer;7;1
Nimue;Yennefer;7;5
Beau;Vilgefortz;7;1
Beau;Stefan;7;1
Geralt;Everett;7;3
Sir;Geralt;7;3
Sir;Geralt;7;2
Geralt;Geralt;7;1
Geralt;Roach;7;3
Milva;Roach;7;11
Cahir;Geralt;7;1
Cahir;Milva;7;2
Milva;Milva;7;1
Reynart;Cahir;7;3
Anna;Cahir;7;3
Anna;Milva;7;2
Anna;Beau;7;8
Anna;Beau;7;2
Reynart;Anna;7;2
Reynart;Dandelion;7;1
Reynart;Julia;7;2
Dandelion;Sir;7;3
Dandelion;Dandelion;7;5
Julia;Julia;7;3
Julia;Sir;7;1
Geralt;Julia;7;1
Cahir;Sir;7;4
Reynart;Sir;7;12
Count;Geralt;7;22
Geralt;Sir;7;2
Reynart;Reynart;7;4
Geralt;Count;7;2
Two;Geralt;7;7
Reynart;Reynart;7;2
Beau;Two;7;12
Beau;Two;7;4
Geralt;Reynart;7;9
Reynart;Beau;7;3
Dandelion;Reynart;7;2
Geralt;Cahir;7;1
Beau;Beau;7;2
Beau;Cahir;7;1
Julia;Milva;7;1
Anna;Julia;7;1
Geralt;Julia;7;1
Beau;Dandelion;7;1
Dandelion;Dandelion;7;1
Fringilla;Geralt;7;4
Geralt;Anna;7;2
Reynart;Anna;7;6
Fringilla;Fringilla;7;1
Anna;Geralt;7;1
Dandelion;Fringilla;7;7
Ciri;Milva;7;1
Ciri;Milva;7;1
Emhyr;Ciri;7;1
Milva;Ciri;7;1
Geralt;Pavetta;7;1
Geralt;Dandelion;7;3
Baron;Geralt;7;1
Palmerin;Geralt;7;1
Milva;Baron;7;1
Milva;Palmerin;7;2
Count;Baron;7;2
Baron;Geralt;7;3
Dandelion;Reynart;7;3
Emiel;Ciri;7;1
Milva;Fringilla;7;2
Milva;Anna;7;2
Fringilla;Emiel;7;2
Baron;Geralt;7;1
Baron;Fringilla;7;2
Milva;Baron;7;1
Baron;Baron;7;10
Seven;Geralt;7;1
Seven;Milva;7;9
Geralt;Seven;7;3
Fringilla;Seven;7;6
Reynart;Baron;7;1
Sir;Milva;7;2
Sir;Gar;7;3
Dandelion;Roach;7;3
Dandelion;Dandelion;7;4
Ciri;Cahir;7;1
Fringilla;Cahir;7;3
Jan;Roach;7;1
Jan;Fringilla;7;1
Geralt;Dandelion;7;2
Roach;Fringilla;7;2
Cahir;Geralt;7;3
Baron;King;7;12
Milva;Two;7;3
Cahir;Baron;7;4
Beau;Dandelion;7;1
Fringilla;Dandelion;7;1
Fringilla;Geralt;7;1
Philippa;Fringilla;7;1
Philippa;Philippa;7;2
Keira;Yennefer;7;5
Keira;Fringilla;7;5
Philippa;Yennefer;7;1
Philippa;Philippa;7;1
Fringilla;Fringilla;7;1
Fringilla;Margarita;7;1
Margarita;Sabrina;7;1
Sabrina;Margarita;7;2
Ida;Sabrina;7;2
Fringilla;Sabrina;7;1
Fringilla;Ida;7;1
Ciri;Assire;7;1
Ciri;Ciri;7;2
Triss;Triss;7;4
Fringilla;Triss;7;3
Dandelion;Philippa;7;3
Little;Philippa;7;2
Baron;Little;7;1
Fringilla;Little;7;1
Cahir;Fringilla;7;1
Cahir;Cahir;7;1
Vilgefortz;Cahir;7;1
Vilgefortz;Fringilla;7;1
Ardal;Ciri;7;6
Stefan;Vattier;7;4
Morvran;Emhyr;7;14
Emhyr;Joachim;7;2
Ardal;Count;7;1
Ardal;Ardal;7;3
Ardal;Joachim;7;1
Joachim;Stefan;7;1
Joachim;Vilgefortz;7;1
Stefan;Stefan;7;2
Emhyr;Vilgefortz;7;3
Yennefer;Emhyr;7;4
Yennefer;Emhyr;7;1
Yennefer;Joachim;7;1
Ardal;Emhyr;7;1
Joachim;Ardal;7;3
Count;Joachim;7;1
Vilgefortz;Count;7;4
Fringilla;Count;7;1
Vilgefortz;Vilgefortz;7;2
Vilgefortz;Stefan;7;1
Vilgefortz;Vilgefortz;7;1
Fringilla;Fringilla;7;1
Philippa;Geralt;7;1
Philippa;Philippa;7;1
Vilgefortz;Keira;7;2
Vilgefortz;Vilgefortz;7;3
Keira;Keira;7;4
Sabrina;Keira;7;1
Fringilla;Sabrina;7;2
Guy;Sabrina;7;25
Fringilla;Fringilla;7;36
Philippa;Assire;7;1
Philippa;Geralt;7;1
Sabrina;Reynart;7;16
Sabrina;Beau;7;13
Philippa;Francesca;7;9
Margarita;Ida;7;2
Margarita;Philippa;7;9
Fringilla;Vilgefortz;7;3
Triss;Triss;7;3
Triss;Fringilla;7;1
Francesca;Triss;7;1
Francesca;Francesca;7;3
Assire;Francesca;7;2
Assire;Assire;7;6
Assire;Assire;7;1
Ciri;Philippa;7;1
Kelpie;Philippa;7;1
Kelpie;Fringilla;7;1
Vesemir;Sabrina;7;7
Ciri;Kelpie;7;2
Ciri;Ciri;7;4
Aen;Vesemir;7;2
Ciri;Ciri;7;1
Auberon;Ciri;7;2
Aen;Aen;7;2
Aen;Eredin;7;1
Auberon;Aen;7;1
Eredin;King;7;3
Auberon;Auberon;7;1
Ciri;King;7;1
Eredin;Eredin;7;1
Gar;Auberon;7;1
Gar;Ciri;7;1
Aen;Gar;7;1
Auberon;Gar;7;2
Ciri;Ciri;7;3
Vysogota;Eredin;7;1
Vysogota;Ciri;7;3
Ciri;Geralt;7;2
Vysogota;King;7;1
Kelpie;Ciri;7;1
Kelpie;Yennefer;7;2
Eredin;Vysogota;7;1
Ciri;Geralt;7;1
Anna;Aen;7;1
King;Eredin;7;1
Kayleigh;Kelpie;7;1
Kayleigh;Anna;7;1
Eredin;Eredin;7;2
Ciri;Kayleigh;7;2
Ciri;King;7;1
Little;Ciri;7;1
Little;Vysogota;7;1
Ihuarraquax;Little;7;1
Gar;Ihuarraquax;7;3
Kelpie;Ciri;7;2
Ihuarraquax;Ciri;7;1
Kelpie;Little;7;3
Little;Little;7;4
Seven;Little;7;1
Seven;Kelpie;7;1
King;Seven;7;1
Jarre;Seven;7;6
Jarre;Little;7;1
Jan;Ciri;7;5
Jarre;Menno;7;4
Sir;Jarre;7;5
Jarre;Jan;7;3
Two;Jarre;7;1
Jarre;Sir;7;3
Jarre;Jarre;7;1
Jarre;Two;7;1
Geralt;Jarre;7;1
Geralt;Geralt;7;1
Nenneke;Nenneke;7;1
Nenneke;Ciri;7;3
Jarre;Nenneke;7;1
Jarre;Triss;7;2
Dennis;Ciri;7;1
Dennis;Triss;7;1
Nenneke;King;7;1
Nenneke;Julia;7;1
Sheldon;Dennis;7;1
Jarre;Jarre;7;1
Sheldon;Nenneke;7;1
Sheldon;Dennis;7;1
Zoltan;Jarre;7;1
Zoltan;Jarre;7;1
Menno;Sheldon;7;1
Zoltan;Zoltan;7;1
Zoltan;Menno;7;1
Zoltan;Menno;7;1
Dennis;Jarre;7;1
Dennis;Jarre;7;1
Vissegerd;Dennis;7;1
Vissegerd;Vissegerd;7;1
Julia;Julia;7;1
Julia;Vissegerd;7;3
Dennis;Julia;7;1
Dennis;Julia;7;1
Yarpen;Dennis;7;28
Emhyr;Dennis;7;3
Dennis;Yarpen;7;3
Jarre;Yarpen;7;1
Dennis;Emhyr;7;2
Ciri;Emhyr;7;1
Kelpie;Zoltan;7;3
Kelpie;Zoltan;7;1
Two;Zoltan;7;1
Two;Ciri;7;1
King;Nenneke;7;1
Fabio;Ihuarraquax;7;1
Ciri;Two;7;1
Geralt;Kelpie;7;1
King;Ciri;7;1
Nimue;Nimue;7;1
Ithlinne;Yennefer;7;2
Nimue;Geralt;7;1
Ciri;Kelpie;7;3
Jarre;Geralt;7;2
Puttkammer;Ithlinne;7;1
Field;Nimue;7;3
Puttkammer;Jan;7;6
Julia;Jarre;7;1
Bronibor;Anna;7;1
Bronibor;Baron;7;3
Adam;Field;7;3
Jarre;Seven;7;1
Jarre;Adam;7;1
Field;Barclay;7;1
Menno;Field;7;3
Field;Menno;7;2
Iola;Menno;7;1
Marti;Field;7;2
King;Marti;7;1
King;Iola;7;1
King;Sword;7;1
Iola;Assire;7;3
Shani;Philippa;7;4
Adam;Shani;7;2
Aubry;Marti;7;1
Aubry;Jarre;7;1
Foltest;Julia;7;7
Aubry;Aubry;7;1
Two;Foltest;7;1
Julia;Aubry;7;1
Julia;Barclay;7;1
Marti;Barclay;7;1
Shani;Aubry;7;1
Menno;Marti;7;1
Menno;Shani;7;1
Triss;Iola;7;1
Jarre;Menno;7;1
Count;Iola;7;1
Marti;Nenneke;7;1
Marti;Triss;7;1
Daniel;Gar;7;1
Count;Daniel;7;1
Adam;Count;7;1
Adam;Count;7;1
Julia;Shani;7;4
Julia;Foltest;7;2
Foltest;Foltest;7;1
Iola;Bronibor;7;1
Puttkammer;Bronibor;7;1
Menno;Yaevinn;7;1
Sir;Count;7;1
Jarre;Menno;7;1
Bronibor;Puttkammer;7;1
Bronibor;Seven;7;1
Field;Seven;7;1
Menno;Bronibor;7;1
Sievers;Jarre;7;1
Zoltan;Seven;7;1
Zoltan;Bronibor;7;1
Munro;Seven;7;2
Munro;Field;7;1
Guy;Munro;7;1
Jarre;Guy;7;1
Iola;Guy;7;1
Iola;Field;7;1
King;Field;7;2
King;Iola;7;2
Meve;Bronibor;7;1
Ciri;Jarre;7;2
Milo;Meve;7;2
Ciri;Ardal;7;1
Vilgefortz;Ardal;7;1
Milva;Marti;7;1
Geralt;Marti;7;22
Ciri;Stefan;7;1
Geralt;Aen;7;1
Emiel;Maria;7;6
Yennefer;Maria;7;1
Vilgefortz;Emiel;7;1
Geralt;Emiel;7;1
Count;Ciri;7;2
Leo;Emiel;7;1
Ciri;Emiel;7;1
Cahir;Vilgefortz;7;1
Cahir;Stefan;7;2
Fringilla;Vilgefortz;7;2
Count;Cahir;7;2
Ciri;Two;7;2
Leo;Count;7;1
Leo;Ciri;7;2
Geralt;Leo;7;1
Geralt;Yennefer;7;1
Emhyr;Ciri;7;1
Emhyr;Emhyr;7;1
Vilgefortz;Pavetta;7;1
Pavetta;Vilgefortz;7;1
Emhyr;Pavetta;7;1
Duke;Pavetta;7;1
Emhyr;Emhyr;7;1
Xarthisius;Duke;7;1
Vilgefortz;Emhyr;7;1
Pavetta;Xarthisius;7;3
Pavetta;Vilgefortz;7;1
Emhyr;Vilgefortz;7;1
Geralt;Ciri;7;1
Calanthe;Calanthe;7;1
Calanthe;Calanthe;7;1
Emhyr;Vilgefortz;7;1
Francesca;Ciri;7;1
Francesca;Ciri;7;12
Pavetta;Geralt;7;1
Pavetta;Fringilla;7;2
Calanthe;Calanthe;7;1
Calanthe;Cyrus;7;1
Triss;Calanthe;7;2
Shilard;Triss;7;4
Shilard;Ciri;7;2
Shilard;King;7;2
King;Foltest;7;4
King;Henselt;7;3
Foltest;Foltest;7;1
Henselt;Henselt;7;1
Henselt;Henselt;7;2
Henselt;King;7;1
King;Meve;7;2
Meve;Demavend;7;3
Meve;Demavend;7;1
Demavend;Demavend;7;1
Foltest;Henselt;7;3
Demavend;Henselt;7;1
Demavend;Demavend;7;2
Cyrus;Cyrus;7;2
Sabrina;Shilard;7;3
Sabrina;Emhyr;7;1
Sabrina;Demavend;7;1
Emhyr;Shilard;7;3
Emhyr;Demavend;7;2
Demavend;Shilard;7;2
Shilard;Assire;7;1
Assire;Assire;7;2
Sabrina;Francesca;7;1
Sabrina;Francesca;7;1
Francesca;Margarita;7;1
Francesca;Sabrina;7;3
Francesca;Margarita;7;1
Sabrina;King;7;1
Margarita;King;7;1
Margarita;King;7;2
Francesca;Demavend;7;2
King;Demavend;7;4
King;Sabrina;7;1
Demavend;Francesca;7;1
Demavend;Sabrina;7;4
Demavend;Francesca;7;1
Philippa;Philippa;7;1
Philippa;Demavend;7;2
Shilard;Assire;7;2
Baron;Isengrim;7;1
Baron;Baron;7;2
Shilard;Shilard;7;1
Shilard;Shilard;7;1
Foltest;Emhyr;7;1
Henselt;Demavend;7;1
Meve;Meve;7;1
Meve;Foltest;7;1
Foltest;Foltest;7;1
Philippa;Calanthe;7;1
Foltest;Calanthe;7;1
Foltest;Foltest;7;1
Philippa;Philippa;7;1
Emhyr;Emhyr;7;2
Margarita;Emhyr;7;2
Triss;Margarita;7;1
Vattier;Assire;7;2
Vattier;Vattier;7;1
Vattier;Emhyr;7;1
Zuleyka;Count;7;1
Zuleyka;Stefan;7;1
Zuleyka;Ciri;7;1
Ciri;Calanthe;7;1
Ciri;Shilard;7;1
Calanthe;Calanthe;7;1
Calanthe;Shilard;7;2
Pavetta;Shilard;7;1
Demavend;Emhyr;7;1
Cyrus;Philippa;7;1
Philippa;Radovid;7;1
Nenneke;Radovid;7;8
Iola;Radovid;7;6
Philippa;Iola;7;1
Jarre;Milo;7;1
Two;Jarre;7;2
Toruviel;Lucienne;7;1
Rayla;Lucienne;7;2
Isengrim;Barclay;7;1
Philippa;Riordain;7;2
Ciri;King;7;1
Dandelion;Beau;7;1
Beau;Beau;7;3
Julia;Count;7;1
Julia;Ciri;7;1
Ciri;Count;7;1
Ciri;Count;7;1
Count;Julia;7;1
Julia;Julia;7;1
Dandelion;Anna;7;1
Anna;Anna;7;1
Dandelion;Beau;7;1
Fringilla;Baron;7;2
Jan;Jan;7;1
Yennefer;Dandelion;7;1
Kelpie;Kelpie;7;10
Kelpie;Geralt;7;2
Yennefer;Dandelion;7;2
Ciri;Triss;7;15
Triss;Margarita;7;2
Triss;Margarita;7;1
Margarita;Yennefer;7;2
Margarita;Yennefer;7;7
Yennefer;Ciri;7;3
Philippa;Philippa;7;2
Ciri;Ciri;7;2
Francesca;Francesca;7;8
Francesca;Yennefer;7;2
Yennefer;Tissaia;7;1
Tissaia;Tissaia;7;1
Emhyr;Ciri;7;1
Philippa;Philippa;7;1
Philippa;Esterad;7;1
Esterad;Zuleyka;7;1
Esterad;Zuleyka;7;2
Yennefer;Ciri;7;1
Francesca;Francesca;7;2
Yennefer;Ciri;7;2
Geralt;Margarita;7;2
Margarita;Margarita;7;1
Ciri;Geralt;7;1
Sabrina;Sabrina;7;1
Sabrina;Keira;7;1
Keira;Geralt;7;2
Keira;Geralt;7;3
Geralt;Yennefer;7;1
Sabrina;Sabrina;7;1
Triss;Yennefer;7;1
Triss;Geralt;7;1
Geralt;Tissaia;7;1
Margarita;Tissaia;7;1
Tissaia;Tissaia;7;1
Ida;Francesca;7;2
Assire;Ciri;7;1
Yennefer;Ciri;7;2
Dandelion;Sabrina;7;2
Two;Meve;7;8
Two;Dandelion;7;5
Yarpen;Geralt;7;1
Zoltan;Zoltan;7;3
Zoltan;Yarpen;7;1
Yarpen;King;7;1
King;King;7;1
King;Zoltan;7;1
Zoltan;Yarpen;7;1
Percival;Percival;7;1
Field;Field;7;2
Zoltan;Yarpen;7;2
Yarpen;Regan;7;1
Zoltan;Eudora;7;1
Eudora;Zoltan;7;2
Zoltan;Dandelion;7;1
Yennefer;Dandelion;7;2
Yarpen;King;7;3
Dandelion;Geralt;7;1
Yarpen;Yarpen;7;1
King;Dandelion;7;1
Dandelion;Dandelion;7;1
Zoltan;Zoltan;7;1
Eskel;Sword;7;3
Eskel;Geralt;7;1
Eskel;Vesemir;7;1
Geralt;Lambert;7;2
Geralt;Vesemir;7;2
Vesemir;Lambert;7;2
Vesemir;Lambert;7;1
Vesemir;Eskel;7;1
Lambert;Geralt;7;1
Lambert;Eskel;7;1
Geralt;Vesemir;7;5
Kelpie;Zoltan;7;2
Triss;Yennefer;7;3
Tissaia;Kelpie;7;1
Triss;Yennefer;7;1
Yennefer;Alzur;7;3
Nimue;Triss;7;1
Triss;Nimue;7;2
Dandelion;Yennefer;7;1
Yennefer;Dandelion;7;1
Dandelion;Triss;7;1
Kelpie;Triss;7;1
Ciri;Milva;7;1
Yennefer;Cahir;7;1
Yennefer;Milva;7;1
Yennefer;Zoltan;7;1
Cahir;Zoltan;7;1
Cahir;Triss;7;1
Milva;Zoltan;7;1
Milva;Triss;7;1
Milva;Triss;7;1
Zoltan;Lytta;7;1
Zoltan;Ciri;7;1
Zoltan;Lytta;7;1
Triss;Ciri;7;2
Lytta;Triss;7;1
Triss;Dandelion;7;1
Triss;Yarpen;7;1
Dandelion;Mistle;7;1
